
 system.sum(listens_album) | year | artist
                     40072 | 2015 |       unassisted fold with Giovanni Mancuso
                      3154 | 2015 |                               volcano radar
                     64765 | 2015 |                             weltAusstellung
                     52849 | 2015 |                                   whyouarei
                      2103 | 2015 |            wilhelm matthies and reid karris
                     60844 | 2015 |                                    {AN} Eel
                     40072 | 2015 |         {AN} Eel Chris Tonelli and Furchick
                     21784 | 2015 |       Øystein Jørgensen and Anthony Donovan
                     40072 | 2015 |              Øystein Jørgensen and Fibreman
                     33785 | 2015 |                                       Čopor
                      2970 | 2015 |                              Кирилл Макушин
                     88650 | 2015 |                              Мутафория Лили
                     14976 | 2015 |                           Павкашавет бантут
                      4917 | 2015 |                                        Райт
                      7925 | 2015 |                             Со мною вот что
                     72311 | 2015 |                     смерть в летнюю полночь
                      8430 | 2016 |                                           -
                     46925 | 2016 |                                       -ono-
                     18994 | 2016 |                                       .zigo
                     10328 | 2016 |                                  1 800 Band
                     10328 | 2016 |                                  1-800-Band
                      7307 | 2016 |                                  1DEMIdeGT2
                      8136 | 2016 |                  23 And Beyond The Infinite
                      5113 | 2016 |                                         2L8
                     18742 | 2016 |                                  4T Thieves
                      6221 | 2016 |                                 A Giant Dog
                      2605 | 2016 |                               A Minor Place
                     22637 | 2016 |                        A Ninja Slob Drew Me
                     14915 | 2016 |                                  A-Grav Lab
                     29337 | 2016 |                                  A.n.K.h --
                     27143 | 2016 |                                         ADJ

 system.sum(listens_album) | year | artist
---------------------------+------+----------------------------------------------------------------------------------
                     21795 | 2016 |                                                                         AG Davis
                     18712 | 2016 |                                                     AJC and The Envelope Pushers
                       604 | 2016 |                                                                              ALN
                     36296 | 2016 |                                                             AS220 Youth Zu-Krewe
                     12972 | 2016 |                                                                         AVOIDANT
                      7307 | 2016 |                                                                            Aachn
                     27143 | 2016 |                                                                       Aagic Mlex
                      7307 | 2016 |                                                                        Ach_so_ja
                     14799 | 2016 |                                                                     Achievements
                     27143 | 2016 |                                                                      Achim Bloch
                     36056 | 2016 |                                                                   Adrianna Krikl
                      4141 | 2016 |                                                                    Adrien Perron
                     24060 | 2016 |                                                                        Aerologic
                     23047 | 2016 |                                                             Akoko Nante Ensemble
                     27311 | 2016 |                                                                   Al Breadwinner
                     13492 | 2016 |                                                                      Alan McLean
                     13492 | 2016 |                                                    Alan McLean and Goh Lee Kwang
                      6886 | 2016 |                                                                  Alasdair Cooper
                      2134 | 2016 |                                                                         Albufera
                     27143 | 2016 |                                                               Alessio Bargiacchi
                     10631 | 2016 |                                                                     Alex Kubotha
                     13492 | 2016 |                                                                   Alexei Borisov
                      1433 | 2016 | All shall be well (and all shall be well and all manner of things shall be well)
                     18712 | 2016 |                                                                     Allie Farris
                      4431 | 2016 |                                                               Alvaro Ortiz & FM3
                     27143 | 2016 |                                                              Alwin van der Linde
                     18509 | 2016 |                                                                         Anagramm
                     12300 | 2016 |                                                                   Anderko-Balogh
                     12300 | 2016 |                                                               Anderko-Balogh Duo
                     29337 | 2016 |                                                           Androvirus & Yoshiwaku
                      5145 | 2016 |                                                                             Anga
                     29217 | 2016 |                                                                     Angel Garcia
                      7363 | 2016 |                                                                     Angstbreaker
                      6698 | 2016 |                                                      Anihma - Doc.AtmosfearCrush
                     18712 | 2016 |                                                                           Anitek
                     15286 | 2016 |                                                                             Anob
                     28533 | 2016 |                                                                   Ant The Symbol
                     35287 | 2016 |                                                                  Anthony Donovan
                     35287 | 2016 |                                                                  Anthony Osborne
                     13492 | 2016 |                                                                 Antonio de Braga
                     27143 | 2016 |                                                                           Ap Hel
                     27143 | 2016 |                                                                      Apydiagirls
                     36296 | 2016 |                                                                         Arc Iris
                      5502 | 2016 |                                                                     Arcane Waves
                      2498 | 2016 |                                                                             Arce
                     20715 | 2016 |                                                                 Archita Zabaleta
                     27143 | 2016 |                                                                      Archivarius
                     29337 | 2016 |                                                                           Ardleg
                     29337 | 2016 |                                                               Ardleg & Yoshiwaku
                     29337 | 2016 |                                                              Ars Sonor & Voiteri
                     33320 | 2016 |                                                                  Art & Technique
                     11655 | 2016 |                                                                      Artem Bemba
                     29337 | 2016 |                                                                        Arvo Zylo
                      4909 | 2016 |                                                                As Above So Below
                     12336 | 2016 |                                                                     Astrometrics
                     27143 | 2016 |                                                                         AtOm_AnT
                     14247 | 2016 |                                                             Ataraxia Rebel Force
                     27311 | 2016 |                                                      Atlas Dub meets Sub Majesty
                      2098 | 2016 |                                                                        Attic Ted
                     83535 | 2016 |                                                                      Audiobinger
                      9256 | 2016 |                                                                       Audiobooks
                      8430 | 2016 |                                                       Augustus Bro & Gallery Six
                     14799 | 2016 |                                                                     Austin Smith
                     14247 | 2016 |                                                                      Auto-Sexual
                      4387 | 2016 |                                                                      Ava Zandieh
                     19617 | 2016 |                                                                         Axletree
                     29337 | 2016 |                                                              Ayato & Planetaldol
                      7307 | 2016 |                                                                 Aymeric de Tapol
                      6902 | 2016 |                                                                               BP
                      5674 | 2016 |                                                                            BVBEL
                      7391 | 2016 |                                                                    Baby Woodrose
                     33320 | 2016 |                                                                          Bacalao
                     27143 | 2016 |                                                                          Badrich
                     21795 | 2016 |                                                               Balog and Matthies
                     18712 | 2016 |                                                                      Bansheebeat
                       922 | 2016 |                                                                  Barbara Barrett
                     29337 | 2016 |                                                                Barbara Toothpick
                     20715 | 2016 |                                                                      Beach Talks
                      3643 | 2016 |                                                                         Behavior
                     42829 | 2016 |                                                                       Ben Presto
                     29337 | 2016 |                                                                      Berger Rond
                      1255 | 2016 |                                                                Bermuda Triangles
                      7307 | 2016 |                                                                    Bernard Massi
                     65924 | 2016 |                                                                        Berthelot
                       655 | 2016 |                                                               Berthelot & Launay
                      1528 | 2016 |                                                            Berthelot & Mystified
                     10631 | 2016 |                                                                Big Terror Season
                     30671 | 2016 |                                                                        Big White
                      8136 | 2016 |                                                                    Billy Torello
                     27143 | 2016 |                                                                         Binliner
                     14247 | 2016 |                                                                         Bleacher
                     33320 | 2016 |                                        Blenno Die Wurstbrücke Cover Mamiedaragon
                     13397 | 2016 |                                                                   Bloque del Sur
                     59798 | 2016 |                                                      Bloque del Sur & Panchasila
                    645527 | 2016 |                                                                Blue Dot Sessions
                     11309 | 2016 |                                                                       BlunderBox
                      7391 | 2016 |                                                                     Boat Burning
                      1935 | 2016 |                                                              Bonnie Prince Billy
                       474 | 2016 |                                                                        Bord Brut
                     12567 | 2016 |                                                                       Bouwakanja

 system.sum(listens_album) | year | artist
---------------------------+------+---------------------------------------------------
                     16108 | 2016 |                                     Brandon Bauer
                       619 | 2016 |                                 Breaking The Will
                     29337 | 2016 |                                       Brian Routh
                      7391 | 2016 |                      Brian Wilson Shock Treatment
                     27853 | 2016 |                                    Brice Catherin
                      3786 | 2016 |                                  Brigid Mae Power
                     18712 | 2016 |                                    Broke For Free
                      7391 | 2016 |                                        Brother JT
                      4181 | 2016 |                                             Bueno
                     27143 | 2016 |                                       Bunai Carus
                     13492 | 2016 |                                            Bunfly
                     14075 | 2016 |                                          C Joynes
                     88406 | 2016 |                                             C-Doc
                      6269 | 2016 |                                           C.Strøm
                     36296 | 2016 |                                        CHURCHBURN
                     18487 | 2016 |                                            CRTVTR
                     33320 | 2016 |                                               C_C
                     13492 | 2016 |                                     Cabrini Green
                     21795 | 2016 |                    Cabrini Green and Phil Lucking
                     17358 | 2016 |                                      Caleb Lemond
                     27143 | 2016 |                                        Camcussion
                     59798 | 2016 |                              Camiroaga Conspiracy
                     27143 | 2016 |                                          Carbinax
                      7307 | 2016 |                                            Carl.Y
                      6689 | 2016 |                                           Carroll
                     33320 | 2016 |                                     Carton Sonore
                     14697 | 2016 |                                     Carver Audain
                      9022 | 2016 |                                       Cate Le Bon
                     18509 | 2016 |                                    Cellar Dweller
                     14799 | 2016 |                                             Cervo
                      9841 | 2016 |                                          Chafouin
                     18712 | 2016 |                                    Chalk Dinosaur
                     29337 | 2016 |                                   Charles Premier
                     59798 | 2016 |                                     Charles White
                     45269 | 2016 | Charlie Megira & the Bet Shean Valley Hillbillies
                     43486 | 2016 |                                    Cheese N Pot-C
                     21795 | 2016 |              Chicago Word Brigade and Brass-Lines
                     29337 | 2016 |                             Chicago Words Brigade
                     14533 | 2016 |                                        Chicharrón
                     35287 | 2016 |                                     Chris Bywater
                     25385 | 2016 |                                    Chris Silver T
                     64835 | 2016 |                                   Chris Zabriskie
                     27143 | 2016 |                              Christoph Schindling
                     14247 | 2016 |                                            Chroma
                     29337 | 2016 |                                         Chromatic
                      5669 | 2016 |                                         Chuzausen
                     69274 | 2016 |                                     Circus Marcus
                      4633 | 2016 |                                Cityzens Were Here
                     26844 | 2016 |                                       Cloudjumper
                     12833 | 2016 |                                       Coco Morier
                     33320 | 2016 |                                           Cocoboy
                     22424 | 2016 |                                         Cola Idol
                     27311 | 2016 |                                       Colonial FX
                     18712 | 2016 |                                         Color Out
                      5013 | 2016 |                                           Conduit
                     27143 | 2016 |                          Contemporary Pandemonium
                      8430 | 2016 |                                         Cor Blanc
                      8430 | 2016 |                                   Cor Blanc x ono
                     29337 | 2016 |                                            CorteX
                       910 | 2016 |                                      Crab Smasher
                     13492 | 2016 |                                    Crank Sturgeon
                       808 | 2016 |               Crank Sturgeon & Olivier Di Placido
                      1920 | 2016 |                              Crazy and the Brains
                      2387 | 2016 |                                             Croak
                     25303 | 2016 |                                    CrumbSnatchers
                     59798 | 2016 |                                              Csum
                     16130 | 2016 |                                            Cuarto
                     31157 | 2016 |                                            Cullah
                      6374 | 2016 |                                             Curha
                      8181 | 2016 |                                           Cutside
                     27143 | 2016 |                                             Cymon
                     11880 | 2016 |                                          D SMILEZ
                     27143 | 2016 |                                           D-Scape
                     33320 | 2016 |                                    DJ Black Negro
                     59798 | 2016 |   DJ Control Habilis feat. Jotaose Lagos Kanitrou
                      8136 | 2016 |                                    DJ Crivellator
                     32078 | 2016 |                                   DJ Kleva Kaslam
                     27311 | 2016 |                                      DJ Rastacore
                     40233 | 2016 |                                                DR
                      7575 | 2016 |                                         DYR FASER
                     14247 | 2016 |                                          Daemon X
                     52369 | 2016 |                              Daily Khaos delivery
                     29337 | 2016 |                                        Damaryliss
                     35287 | 2016 |                                      Damien Olsen
                     36296 | 2016 |                                        Dan Deacon
                       526 | 2016 |                                    Dane Patterson
                     13492 | 2016 |                                    Daniel Heikalo
                     76268 | 2016 |                                Daniel James Dolby
                     70530 | 2016 |                                          DarkSunn
                      3958 | 2016 |                                       Dave Keifer
                     29337 | 2016 |                                       Dave Migman
                     14345 | 2016 |                                       Dave Nelson
                      5977 | 2016 |                                     Dave Phillips
                     15989 | 2016 |                                      David Nadeau
                     13492 | 2016 |        David Nadeau Qkcofse and Johannes Bergmark
                      4718 | 2016 |                                       David Nance
                      2857 | 2016 |                              Dead Peoples Records
                      5169 | 2016 |                                      Deadly Combo
                     11449 | 2016 |                               Death By Unga Bunga
                     33320 | 2016 |                                         Debmaster

 system.sum(listens_album) | year | artist
---------------------------+------+-----------------------------------------
                      4214 | 2016 |                     December Nightskies
                     11387 | 2016 |      December Nightskies & Nobodisoundz
                      5524 | 2016 |                               Decktonic
                      2398 | 2016 |                            Deiezione HC
                       909 | 2016 |                           Delphine Dora
                     16670 | 2016 |                             Derek Clegg
                     14799 | 2016 |                        Derek Dick Decio
                     59798 | 2016 |                                 Devenus
                     28900 | 2016 |                          Dexter Britain
                     29337 | 2016 |                             Dino Felipe
                      3416 | 2016 |                              Dinos Boys
                      8714 | 2016 |                        Diogenes In Hell
                     10791 | 2016 |                            Dirty Fences
                      6962 | 2016 |                      Discepoli-Barbiero
                     27143 | 2016 |                               Dissolved
                     33320 | 2016 |                                   Divag
                     27143 | 2016 |                      Divine Electronics
                     29337 | 2016 |                             DivineBrick
                     14796 | 2016 |                Dj Chile & Jimmy Penguin
                     59798 | 2016 |                                Do.DNEDo
                      3102 | 2016 |                            Dogs On Acid
                     32165 | 2016 |                             Dollar Boyz
                     29490 | 2016 |                            Donnie Ozone
                      4701 | 2016 |                           Downer Canada
                     27143 | 2016 |                               Dr NoiseM
                     35763 | 2016 |                             Dr Sparkles
                     29337 | 2016 |                              Dr. NoiseM
                     29337 | 2016 |                             Dr. Shalako
                     10631 | 2016 |                              Dr.Newrant
                      8014 | 2016 |                             Drag Sounds
                     29337 | 2016 |                             Dream Drunk
                     29337 | 2016 |                              Dreyt Nien
                     13492 | 2016 |                     Drift of Signifieds
                      7391 | 2016 |                                  Droogs
                      1562 | 2016 |                                   Drose
                     27311 | 2016 |                               Dub Riots
                      8136 | 2016 |                       Dyslexic Fudgicle
                     36258 | 2016 | E A Terra Nunca Me Pareceu Tão Distante
                     29337 | 2016 |                                   E-men
                     73847 | 2016 |                                    ELYA
                      2349 | 2016 |                                     EON
                     29337 | 2016 |                         EON & Yoshiwaku
                      3397 | 2016 |                East Of The Valley Blues
                     29337 | 2016 |                                  Ed End
                     36296 | 2016 |                 Ed Schraders Music Beat
                      3997 | 2016 |                              Eddi Front
                     33320 | 2016 |                                Eddie135
                      6697 | 2016 |                                  Edessa
                      2482 | 2016 |                                 Edgeist
                     27143 | 2016 |                   Eigenheimer and Ynoji
                     59798 | 2016 |                                Elansson
                     61156 | 2016 |                        Electric Mirrors
                     33409 | 2016 |                             Elvis Herod
                     18712 | 2016 |                              Emeterians
                      4773 | 2016 |                            Enrico Falbo
                     27143 | 2016 |                            Epal Gedanke
                      3649 | 2016 |                Eric Boros & Fritz Welch
                      3649 | 2016 |    Eric Boros-Mariam Rezaei-Fritz Welch
                     27143 | 2016 |                             Errorbeauty
                     27143 | 2016 |                           Escaped Trees
                      1543 | 2016 |                                Eter Dub
                     29337 | 2016 |                           Ethnomite Pux
                     28092 | 2016 |                            Eva Schlegel
                     10124 | 2016 |                                   FRAIL
                     10631 | 2016 |                              Fabio Iaci
                     19391 | 2016 |                       Fake Cats Project
                      8136 | 2016 |                                Fecalove
                     13492 | 2016 |                           Feeding Goats
                     14533 | 2016 |                                  Fennec
                     18149 | 2016 |                             Fields Ohio
                     14201 | 2016 |                       Fire To The Stars
                     35287 | 2016 |                           Fivers Stereo
                     41538 | 2016 |                                 Fleslit
                     36296 | 2016 |                              Flinstones
                     27143 | 2016 |                        Floating Spirits
                     28289 | 2016 |                                Fodiator
                     27143 | 2016 |                               Foresense
                     21795 | 2016 |                      Formated Shop Trio
                     22424 | 2016 |                                 Formika
                     33320 | 2016 |                                  Fourmi
                     22424 | 2016 |                                Fraktion
                     16611 | 2016 |                        Francesco Fusaro
                      7391 | 2016 |           Frankie And The Witch Fingers
                     31924 | 2016 |                              Freakwater
                      2076 | 2016 |            Free Soul School Switzerland
                      2718 | 2016 |                          French Vanilla
                      8681 | 2016 |                     Funkrust Brass Band
                       617 | 2016 |                                Furniker
                     13492 | 2016 |       G.X.J.B.PPFPESS.co.(C.V.)Y.H.{A}E
                     21795 | 2016 |                                    GAKK
                     33320 | 2016 |                                     GNG
                     14309 | 2016 |                                GOYMAMBA
                     14799 | 2016 |                       Gabriel Introvini
                     59798 | 2016 |                      Gaetano Fontanazza
                     33320 | 2016 |                                  Gakona
                      6333 | 2016 |                             Gallery Six
                     20715 | 2016 |                                Gals Sòt
                     15966 | 2016 |                              Gardenella
                     27143 | 2016 |                             Gerda Orden
                     36296 | 2016 |                       Gertrude Atherton

 system.sum(listens_album) | year | artist
---------------------------+------+-----------------------------------------------
                     70530 | 2016 |                                 Ghost Wavvves
                     29337 | 2016 |                              Ghost With A Gun
                      7608 | 2016 |                 Giant Gutter from Outer Space
                     12527 | 2016 |                            Gino and the Goons
                      5183 | 2016 |                                         Giuda
                     23610 | 2016 |                                     Glass Boy
                      1516 | 2016 |                    Glenn Morrows Cry For Help
                     29337 | 2016 |                                Gnomula Larvae
                      8136 | 2016 |                                   Go Tsushima
                      4114 | 2016 |                                      Gogofski
                     20715 | 2016 |                                 Goh Lee Kwang
                     19666 | 2016 |                                   Golden Grey
                     33320 | 2016 |                                        Gorgul
                      7709 | 2016 |                                      Gorowski
                      1471 | 2016 |                                  Granpa Abela
                     17515 | 2016 |                                          Grav
                     18712 | 2016 |                           Great White Buffalo
                     12228 | 2016 |                                 Greg Atkinson
                     14201 | 2016 |                                         Gritt
                     35968 | 2016 |                            Guili Guili Goulag
                     13492 | 2016 |                                     Gurdonark
                      2909 | 2016 |                HOT POCKET DINGLEBERRY DISEASE
                     11744 | 2016 |                                            HS
                     36296 | 2016 |                                         HUSSY
                      2009 | 2016 |                                  Hado Navarro
                     29337 | 2016 |                 Half Evidence feat. Missing O
                     14247 | 2016 |                                         Hallu
                     14247 | 2016 |                           Harmonic Dissidence
                     36296 | 2016 |                         Harry and the Potters
                     27143 | 2016 |                                         Hatch
                      8784 | 2016 |                                    Hayden Arp
                     12205 | 2016 |                               Hayvanlar Alemi
                      1100 | 2016 |                       Hazarda Bruo Sonsistemo
                       803 | 2016 |                                Heat Signature
                      7391 | 2016 |                                       Heaters
                      7391 | 2016 |                         Heavens Gateway Drugs
                      3786 | 2016 |                                Heron Oblivion
                     18233 | 2016 |                                       Hideout
                     59798 | 2016 |                   Hiroshima Dandys ft. Moreno
                      7391 | 2016 |                                     Hobbs End
                      5009 | 2016 |                                Hokkei Quartet
                      7391 | 2016 |                                     Holy Wave
                      1650 | 2016 |                                   Honus Honus
                     13492 | 2016 |                                  Hopek Quirin
                     36296 | 2016 |                                      Houseboy
                     21795 | 2016 |                                       However
                     33320 | 2016 |                               Hubert Et Roger
                     13492 | 2016 |                            Hubert Heathertoes
                     21795 | 2016 |                                        Hujuch
                      7588 | 2016 |                                    Humanfobia
                     25779 | 2016 |                                        Humble
                     10249 | 2016 |                                      Hurry Up
                     21795 | 2016 |                               Hyaena Fierling
                     27143 | 2016 |                                     Hypercube
                     32147 | 2016 |                                         Hyson
                     30149 | 2016 |                                  ILLUS & ICBM
                     10631 | 2016 |                                      IV Noise
                     14799 | 2016 |                    Il Culto dellAnnientamento
                     27143 | 2016 |                                    Illocanblo
                     16130 | 2016 |                                Indiosingracia
                     46604 | 2016 |                                   Infecticide
                     27311 | 2016 |                                      Injektah
                     15920 | 2016 |                              Interiors c.1964
                      9764 | 2016 |                                        Itasca
                     25110 | 2016 |                                           J-K
                     41569 | 2016 |                                           J1*
                     27143 | 2016 |                                        JFrank
                     15496 | 2016 |                                Jaan Patterson
                      3434 | 2016 |                                    Jack Hertz
                      6768 | 2016 | Jack Wright-Ron Stabinsky and Jared C. Balogh
                      3578 | 2016 |                                 Jackson Grimm
                     47013 | 2016 |                                  Jacob Haller
                     18712 | 2016 |                                      Jai Lynn
                     14533 | 2016 |                                   James Linck
                     12658 | 2016 |                                    Jan Strach
                    119156 | 2016 |                               Jared C. Balogh
                      9581 | 2016 |                               Jared Leibowich
                     11539 | 2016 |                                    Jaune Dark
                     29337 | 2016 |                                  Jeff Sampson
                     29337 | 2016 |                    Jeff Sampson & Kecap Tuyul
                     18712 | 2016 |                                          JekK
                     14533 | 2016 |                                    Jelani Sei
                     15102 | 2016 |                                     Jens East
                     14836 | 2016 |                              Jeremy Allingham
                     13492 | 2016 |              Jeremy Gluck and Anthony Donovan
                     10631 | 2016 |                                       Jeritan
                     16108 | 2016 |                            Jesse Eric Schmidt
                      7250 | 2016 |                                   Jim Rooster
                     12229 | 2016 |                                   Jimmie Oder
                      3109 | 2016 |                                 Jimmy Penguin
                      3295 | 2016 |                                    Jimmy Watt
                     13492 | 2016 |                                     John Daly
                     27143 | 2016 |                                Johnny Jitters
                     29583 | 2016 |                                       Jonas78
                    132821 | 2016 |                                 Josh Woodward
                     12468 | 2016 |                                   Jovian Year
                     29337 | 2016 |                                Judas Donneger
                     29337 | 2016 |                              Judith Juillerat
                     27143 | 2016 |                          Jukka Pekka Kervinen
                     21795 | 2016 |                          Jukka-Pekka Kervinen

 system.sum(listens_album) | year | artist
---------------------------+------+-----------------------------------
                     14201 | 2016 |                     Julian Winter
                       945 | 2016 |                  Julianna Barwick
                     66620 | 2016 |        Julie Maxwells Piano Music
                      8136 | 2016 |         Junichi Usui & Adit Alias
                      7307 | 2016 |                  Jérôme Pergolesi
                     35621 | 2016 |                           K.I.R.K
                     35287 | 2016 |                       K.T. Reeder
                     29337 | 2016 |                           KHAOMAN
                      2132 | 2016 |                      Kaleidoscope
                       922 | 2016 |                           Kamulja
                     29337 | 2016 |                     Kaoshipnótico
                      3930 | 2016 |                   Kathleen Martin
                     14201 | 2016 |                             Kayve
                     29337 | 2016 |                       Kecap Tuyul
                      6151 | 2016 |                             Keijo
                      6701 | 2016 |                          Ken Fury
                     43793 | 2016 |                            Keshco
                     25779 | 2016 |                             Ketsa
                     24401 | 2016 |                       Kevin Bryce
                     29337 | 2016 |      Khaoman - Ardleg - Yoshiwaku
                     27143 | 2016 |                         KimCosmik
                      6906 | 2016 |                   Kirill Makushin
                      5507 | 2016 |               Kisbalishin Kerület
                      5896 | 2016 |                            Klaten
                       869 | 2016 |                           Klopenn
                     14247 | 2016 |                             Knish
                      8430 | 2016 |                      Koen Daigaku
                    233975 | 2016 |                           Kosta T
                     47914 | 2016 |                   Kosta T ft. A-a
                     27143 | 2016 |                           Krasius
                      2670 | 2016 |                             Kraus
                     32454 | 2016 |                       Krayb David
                     27143 | 2016 |                           Kri Tik
                     27487 | 2016 |                            Krowne
                      8136 | 2016 |                       Kurgan Hors
                     10631 | 2016 |                           Kοκκαλα
                     21795 | 2016 |                               LIL
                     29337 | 2016 |                   LIM & Yoshiwaku
                     59798 | 2016 |                            LOQvST
                     14382 | 2016 |                           LOWdown
                     25779 | 2016 |                             LZRVS
                     29337 | 2016 |                La 6ème République
                     29337 | 2016 |   La Flore Intestinale & Napalmed
                     29337 | 2016 |                   Lain Into Wired
                     18712 | 2016 |                           Lamprey
                     29217 | 2016 |                            Langax
                     31273 | 2016 |                   Laszlo Harsanyi
                      6162 | 2016 |                     Laszlo Kovacs
                      7391 | 2016 |                Laughing Soup Dish
                       553 | 2016 |                            Launay
                      5912 | 2016 |                Lauren Sarah Hayes
                     36296 | 2016 |                       Laurie Amat
                      1476 | 2016 |                     Layne Garrett
                      4634 | 2016 |                   Le Cose Bianche
                      7123 | 2016 |                         Le Manque
                     33320 | 2016 |                          Le Matin
                      4366 | 2016 |                          Leapling
                      1481 | 2016 | Lee Bains III And The Glory Fires
                    248782 | 2016 |                      Lee Rosevere
                      5481 | 2016 |                     Legally Blind
                     25430 | 2016 |                     Lego-Your Dog
                     36296 | 2016 |                             Leiko
                     14201 | 2016 |                         Leisure-B
                     21958 | 2016 |       Les Cartes Postales Sonores
                     29337 | 2016 |              Les Modules Etranges
                     28347 | 2016 |               Letmeknowyouanatole
                      3886 | 2016 |                  Lets Eat Grandma
                      7391 | 2016 |                   Levitation Room
                     13492 | 2016 |                             Lezet
                      3598 | 2016 |                     Lincoln Woods
                     21795 | 2016 |                    Linear Chain 1
                     35287 | 2016 |                    Linear Chain 4
                     22424 | 2016 |                    Liquid Concept
                     18884 | 2016 |                  Little Glass Men
                      7321 | 2016 |          Ljova and the Kontraband
                     68688 | 2016 |                         Lobo Loco
                      5970 | 2016 |                          Lofiuser
                     33320 | 2016 |                       Logosamphia
                     25854 | 2016 |                        Long Beard
                     36296 | 2016 |                          Lovesick
                      8850 | 2016 |                         LoveyDove
